Interprete;Titre;Editeur / Distributeur;Categorie;Certification;Date de sortie;Date de constat;Duree obtention
RENAUD;CANTE EL' NORTE;SEPTENTRION/CECI CELA France/VIRGIN France;Albums;Platine;30/04/1993;10/07/2002;9 ans 3 mois
PATRICIA KAAS;PIANO BAR BY PATRICIA KAAS;COLUMBIA/SONY MUSIC;Albums;Or;11/04/2002;10/07/2002;3 mois
TINA ARENA;JUST ME;COLUMBIA/SONY MUSIC;Albums;Or;15/11/2001;10/07/2002;7 mois
SHAKIRA;LAUNDRY SERVICE;EPIC/SONY MUSIC;Albums;Double or;07/03/2002;10/07/2002;4 mois
NATHASHA ST PIER;TU TROUVERAS;COLUMBIA/SONY MUSIC;Singles;Platine;21/03/2002;10/07/2002;3 mois
SHAKIRA;WHENEVER WHEREVER;EPIC/SONY MUSIC;Singles;Platine;21/03/2002;10/07/2002;3 mois
SIMON & GARFUNKEL;THE DEFINITIVE SIMON & GARFUNKEL;SONY MUSIC MEDIA/SONY MUSIC;Albums;Diamant;12/12/1991;10/07/2002;10 ans 8 mois
BRUCE SPRINGSTEEN;LIVE IN NEW YORK;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;11/11/2001;10/07/2002;8 mois
MICHEL SARDOU;LES GRANDES CHANSONS;TREMA/SONY MUSIC;Albums;Platine;31/12/1991;10/07/2002;10 ans 8 mois
INDOCHINE;DIVISIONS DE LA JOIE;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;18/04/2002;10/07/2002;2 mois
LORIE;PRES DE TOI;EPIC/SONY MUSIC;Albums;Double Platine;25/10/2001;10/07/2002;8 mois
BILLY CRAWFORD;WHEN YOU THINK ABOUT ME;V 2 RECORDS/SONY MUSIC;Singles;Or;25/04/2002;10/07/2002;2 mois
BRATISLA BOYS;STACH STACH;M 6 INTERACTIONS/SONY MUSIC;Singles;Or;11/04/2002;10/07/2002;3 mois
LOVE UNITED;LOVE UNITED;EPIC/SONY MUSIC;Singles;Or;02/05/2002;10/07/2002;2 mois
LORIE;PRES DE VOUS;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Double Platine;25/04/2002;10/07/2002;2 mois
MODELS;FAME;EPIC/SONY MUSIC;Singles;Or;28/03/2002;10/07/2002;3 mois
NICKELBACK;HOW YOU REMIND ME;RAODRUNNER/SONY MUSIC;Singles;Or;09/05/2002;10/07/2002;2 mois
PINK FLYOD;THE WALL;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Triple Platine;09/01/2000;10/07/2002;2 ans 6 mois
THALIA;AMOR A LA MEXICANA;PEER MUSIC MEXICO/VIRGIN France;Singles;Or;02/06/1998;09/07/2002;4 ans 1 mois
COMPILATION;HARMONY JAZZ;VIRGIN + DIVERS/VIRGIN France;Albums;Or;18/11/2001;09/07/2002;7 mois
COMPILATION;ULTIME 80'S Vol.2;VIRGIN + DIVERS/VIRGIN France;Albums;Or;09/11/2000;09/07/2002;1 an 8 mois
ATOMIC KITTEN;ETERNAL FLAME;SONY ATV TUNES LLC/VIRGIN France;Singles;Or;06/01/2002;09/07/2002;6 mois
AIR;VIRGIN SUICIDES B.O.F.;REVOLVAIR/DELABEL EDITIONS/VIRGIN France;Albums;Or;12/03/2000;09/07/2002;2 ans 4 mois
BOF;IN THE MOOD FOR LOVE;EMOTION MUSIC/BLOCK MUSIC/VIRGIN France;Albums;Or;25/03/2001;09/07/2002;1 an 3 mois
YANN TIERSEN;LE PHARE;BMG PUB. France/ICI D'AILLEURS/VIRGIN France;Albums;Or;19/02/1999;09/07/2002;3 ans 5 mois
HENRI SALVADOR;PERFORMANCE !;Di;Albums;Or;28/03/2002;09/07/2002;3 mois
PATRICK BRUEL;ENTRE - DEUX?;14 PRODUCTIONS/BMG France;Albums;Or;03/06/2002;25/06/2002;
SKA P;EL VALS DEL OBRERO;R.C.A./BMG France;Albums;Or;02/06/2002;25/06/2002;
DIDO;NO ANGEL;ARISTA INTERNATIONAL/BMG France;Albums;Diamant;22/01/2001;25/06/2002;1 an 5 mois
MARLENE DUVAL & PHIL BARNEY;UN ENFANT DE TOI;L.P. PRODUCTIONS/BMG France;Singles;Or;03/06/2002;25/06/2002;
DALIDA;SES GRANDS SUCCES;BARCLAY/ORLANDO/UNIVERSAL MUSIC BARCLAY;Albums;Or;22/04/2002;25/06/2002;2 mois
ALIZEE;PARLER TOUT BAS;REQUIEM PUBLISHING/POLYDOR/UNIVERSAL MUSIC/POLYDOR;Singles;Or;23/04/2004;18/06/2002;1 an 10 mois
BOF MOULIN ROUGE;LADY MARMELADE;TWENTIETH CENTURY FOX FILM/UNIVERSAL MUSIC/POLYDOR;Singles;Or;16/07/2001;18/06/2002;11 mois
EVE;LET ME BLOW YA MIND;RUF RYDERS/INTERSCOPE REC./UNIVERSAL MUSIC/POLYDOR;Singles;Or;15/10/2001;18/06/2002;8 mois
LARA FABIAN;J'Y CROIS ENCORE;PRODUCTIONS CLANDESTINES/UNIVERSAL MUSIC/POLYDOR;Singles;Or;09/07/2001;18/06/2002;11 mois
SAMANTHA MUMBA;GOTTA TELL YOU;POLYDOR LTD U.K./UNIVERSAL MUSIC/POLYDOR;Singles;Or;16/10/2000;18/06/2002;1 an 8 mois
JOHNNY HALLYDAY;TOUS ENSEMBLE;UNIVERSAL/TF1/UNIVERSAL MUSIC/MERCRURY;Singles;Platine;22/04/2002;09/06/2002;1 mois
LES DIX COMMANDEMENTS / GINIE LINE;LE DILEMME;ATLETICO/UNIVERSAL MUSIC/MERCURY;Singles;Or;28/01/2001;09/06/2002;1 an 4 mois
ROMEO & JULIETTE / SEBASTIEN CHATO;AVOIR UNE FILLE;BAXTER/UNIVERSAL MUSIC/MERCURY;Singles;Or;19/11/2001;09/06/2002;6 mois
BOF;PARLE AVEC ELLE;MILAN MUSIC/UNIVERSAL MUSIC/ULM;Albums;Or;25/03/2002;29/05/2002;2 mois
TRACY CHAPMAN;COLLECTION;EAST WEST France/WARNER MUSIC France;Albums;Platine;13/09/2001;21/05/2002;8 mois
LYNDA LEMAY;LES LETTRES ROUGES;WEA/WARNER MUSIC France;Albums;Or;15/04/2002;21/05/2002;1 mois
MISSY ELLIOT;SO ADDICTIVE;EAST WEST France/WARNER MUSIC France;Albums;Or;28/05/2001;21/05/2002;11 mois
SERGE LAMA;FEUILLE A FEUILLE;WEA/WARNER MUSIC France;Albums;Or;05/11/2001;21/05/2002;6 mois
SNIPER;DU RIRE AUX LARMES;EAST WEST France/WARNER MUSIC France;Albums;Or;28/01/2001;21/05/2002;1 an 3 mois
HELENE SEGARA;TU VAS ME QUITTER;ORLANDO/EAST WEST France/WARNER MUSIC France;Singles;Or;29/01/2001;21/05/2002;1 an 3 mois
LYNDA LEMAY;LYNDA LEMAY;WEA/WARNER MUSIC France;Albums;Double or;14/01/1998;21/05/2002;4 ans 4 mois
LINKIN PARK;HYBRID THEORY;WEA/WARNER MUSIC France;Albums;Or;17/09/2001;21/05/2002;8 mois
AFROMAN;BECAUSE I GOT HIGH;UNIVERSAL RECORDS/UNIVERSAL MUSIC/BARCLAY;Singles;Or;18/11/2001;09/04/2002;4 mois
WESTLIFE;UPTOWN GIRL;R.C.A./BMG France;Singles;Or;08/10/2001;09/04/2002;6 mois
ALICIA KEYS;FALLIN;J RECORDS/BMG France;Singles;Or;26/11/2001;09/04/2002;4 mois
GERI HALLIWELL;IT'S RAINING MEN;EMI RECORDS/EMI MUSIC France;Singles;Diamant;02/05/2001;26/03/2002;10 mois
SINCLAIR;SUPERNOVA SUPERSTAR;EMI MUSIC France;Albums;Or;10/10/2001;26/03/2002;5 mois
ROBBIE WILLIAMS;SOMETHIN' STUPID;CHRYSALIS/EMI MUSIC France;Singles;Or;19/12/2001;26/03/2002;3 mois
PATRICK SEBASTIEN;BEST OF;FAISAGE MUSIC/POLYDOR/UNIVERSAL MUSIC/POLYDOR;Albums;Or;12/11/2001;12/03/2002;4 mois
GERALD DE PALMAS;MARCHER DANS LE SABLE;POLYDOR/UNIVERSAL MUSIC/POLYDOR;Albums;Diamant;16/10/2000;12/03/2002;1 an 5 mois
COMPILATION;LES PLUS BELLES VICTOIRES DE LA MUSIQUE;U.L.M./UNIVERSAL MUSIC/ULM;Albums;Or;27/02/2002;05/03/2002;
L 5;L 5;M6 INTERACTIONS/MERCURY/UNIVERSAL MUSIC/MERCURY;Albums;Triple Platine;10/12/2001;19/02/2002;2 mois
STAR ACADEMY;LES REPRISES;T F 1 / ISLAND/UNIVERSAL MUSIC/MERCURY;Albums;Or;26/12/2001;19/02/2002;1 mois
THE CARDIGANS;GRAN TURISMO;ISLAND/UNIVERSAL MUSIC/MERCURY;Albums;Or;19/10/1998;19/02/2002;3 ans 4 mois
L 5;UNE ETINCELLE;M6 INTERACTIONS/MERCURY/UNIVERSAL MUSIC/MERCURY;Singles;Or;28/01/2002;19/02/2002;
STAR ACADEMY;GIMME GIMME GIMME;T F 1 / ISLAND/UNIVERSAL MUSIC/MERCURY;Singles;Or;04/02/2002;19/02/2002;
MARC LAVOINE & CRISTINA MAROCCO;J'AI TOUT OUBLIE;MERCURY/UNIVERSAL MUSIC/MERCURY;Singles;Or;19/11/2001;19/02/2002;3 mois
ISABELLE BOULAY;ETATS D'AMOUR;V 2 RECORDS/SONY MUSIC;Albums;Or;03/03/1999;12/02/2002;2 ans 11 mois
IV MY PEOPLE;CERTIFIE CONFORME;IV MY PEOPLE/SONY MUSIC;Albums;Or;20/04/2000;12/02/2002;1 an 10 mois
LEONARD COHEN;TEN NEW SONGS;COLUMBIA/SONY MUSIC;Albums;Or;04/10/2001;12/02/2002;4 mois
MARIAH CAREY;GREATEST HITS;SONY MUSIC MEDIA/SONY MUSIC;Albums;Or;29/11/2001;12/02/2002;2 mois
YANNICK NOAH;YANNICK NOAH;COLUMBIA/SONY MUSIC;Albums;Triple Platine;07/09/2000;12/02/2002;1 an 5 mois
JEAN JACQUES GOLDMAN;CHANSONS POUR LES PIEDS;COLUMBIA/SONY MUSIC;Albums;Diamant;15/11/2001;12/02/2002;2 mois
CRAIG DAVID;OFF THE HOOK;EDEL/SONY MUSIC;Vidéos;Or;01/11/2001;12/02/2002;3 mois
KORN;WHO THEN NOW ?;EPIC/SONY MUSIC;Vidéos;Or;05/03/1997;12/02/2002;5 ans
MICHAEL JACKSON;COFFRET HISTORY 1 & 2;SONY MUSIC MEDIA/SONY MUSIC;Vidéos;Or;15/11/2001;12/02/2002;2 mois
PASCAL OBISPO;MILLESIME LIVE 00/01;EPIC/SONY MUSIC;Vidéos;Or;08/11/2001;12/02/2002;3 mois
JENNIFER LOPEZ;I'M REAL;EPIC/SONY MUSIC;Singles;Or;03/01/2002;12/02/2002;1 mois
PATRICIA KAAS;LIVE;COLUMBIA/SONY MUSIC;Albums;Double or;24/08/2000;12/02/2002;1 an 5 mois
LOANA;COMME JE T'AIME;M 6 INTERACTIONS/SONY MUSIC;Singles;Or;29/11/2001;12/02/2002;2 mois
PATRICIA KAAS;RIEN NE S'ARRETE;COLUMBIA/SONY MUSIC;Albums;Double or;18/10/2001;12/02/2002;3 mois
COMPILATION;NRJ MUSIC AWARDS 2002;SONY MUSIC MEDIA/SONY MUSIC;Albums;Or;03/01/2002;12/02/2002;1 mois
B.O.F.;TRANSPOTTING;/PREMIER;Albums;Double or;18/02/1996;18/12/2001;5 ans 11 mois
DAMIEN SAEZ;JOURS ETRANGES;/ISLAND;Albums;Double or;25/10/1999;18/12/2001;2 ans 2 mois
MATT;CENDRILLON DU GHETTO;UNIVERSAL MUSIC/BARCLAY/VOIX PUBLIK;Singles;Or;02/07/2001;18/12/2001;5 mois
ONE-T;MUSIC IS THE ONE-T ODC;UNIVERSAL MUSIC/POLYDOR/MINOR T/PROEDIT;Singles;Or;30/07/2001;18/12/2001;4 mois
FLORENT PAGNY;;/MERCURY;Albums;Double or;13/12/2001;18/12/2001;
BRIGITTE FONTAINE;KEKELAND;/ALLO MUSIC/MERIDIAN VIRGIN;Albums;Or;04/10/2001;18/12/2001;2 mois
M;LIVE;/UNIVERSAL MUSIC PUBLISHING DELABEL;Albums;Double or;20/05/2001;18/12/2001;7 mois
ROHFF;LA VIE AVANT LA MORT;/DELABEL EDITIONS/EMI PUBLISHING DELABEL;Albums;Or;23/09/2001;18/12/2001;2 mois
ZAZIE;RUE DE LA PAIX;UNIVERSAL MUSIC/MERCURY/MERCURY;Singles;Or;29/10/2001;18/12/2001;1 mois
NUTTEA;UN SIGNE DU TEMPS;/DELABEL EDITIONS DELABEL;Albums;Double or;27/08/2000;18/12/2001;1 an 3 mois
RENAUD;RENAUD CHANTE BRASSENS;/EDITIONS WARNER CHAPPELL VIRGIN France;Albums;Double or;28/03/1996;18/12/2001;5 ans 9 mois
MANU CHAO;ME GUSTAS TU;/RADIO BEMBA;Singles;Or;15/07/2001;18/12/2001;5 mois
MYLENE FARMER ET SEAL;LES MOTS;/STUFFED MONKEY/POLYDOR UNIVERSAL MUSIC;Singles;Or;12/11/2001;18/12/2001;1 mois
NUTTEA;TROP PEU DE TEMPS;/DELABEL EDITIONS DELABE;Singles;Or;17/06/2001;18/12/2001;6 mois
AALIYAH;AALIYAH;/WARNER CHAPPELL/VIRGINIA BEACH/BLACK FOUNTAIN/DELA;Albums;Or;23/09/2001;18/12/2001;2 mois
AKHENATON;SOL INVICTUS;/LA COSCA;Albums;Or;14/10/2001;18/12/2001;2 mois
DAFT PUNK;DISCOVERY;/DAFT MUSIC/DELABEL Editions VIRGIN Fran;Albums;Platine;08/03/2001;18/12/2001;9 mois
B.O.F.;LE JOURNAL DE BRIDGET JONES;/MERCURY;Albums;Or;01/10/2001;18/12/2001;2 mois
COMPILATION;MUSIC OF THE MILLENIUM 2;/EMI MUSIC France;Albums;Or;07/11/2001;18/12/2001;1 mois
COMPILATION;ZEN 2;/DELABEL Editions/Island Music VIRGIN;Albums;Or;19/08/2001;18/12/2001;4 mois
SANDRA;BEST OF;/MAMBO MUSIC/DATA-ALPHA SIEGEL VIRGIN France;Albums;Platine;12/10/1992;18/12/2001;9 ans 3 mois
GEORGES BRASSENS;20;/MERCURY;Albums;Or;01/10/2001;18/12/2001;2 mois
L5;L5;/M6 INTERACTIONS/MERCURY UNIVERSAL MUSIC/M;Albums;Double Platine;10/12/2001;18/12/2001;
KYLIE MINOGUE;FEVER;/PARLOPHONE EMI;Albums;Or;03/10/2001;18/12/2001;2 mois
MANU CHAO;PROXIMA ESTACION ESPERANZA;/RADIO BEMBA VIRG;Albums;Double Platine;31/05/2001;18/12/2001;6 mois
MARC LAVOINE;MARC LAVOINE;/MERCURY;Albums;Or;08/10/2001;18/12/2001;2 mois
RICHARD COCCIANTE;LA COMPILATION;/EPIC;Albums;Triple Platine;01/05/1994;17/12/2001;7 ans 8 mois
THE CORRS;BEST OF;/EAST WEST France WARNER;Albums;Or;22/10/2001;17/12/2001;1 mois
TRAVIS;THE INVISIBLE BAND;/SMALL;Albums;Or;07/06/2001;17/12/2001;6 mois
ANDRE VERCHUREN;LES GRANDS BALS D'ANDRE VERCHUREN;/UNIVERSAL VIDEO UNIVERSAL;Vidéos;Or;20/04/1998;11/12/2001;3 ans 8 mois
ANDREA BOCELLI;AIRS SACRES;/PHILIPS CLASSICS UNIVERS;Vidéos;Or;22/11/1999;11/12/2001;2 ans 1 mois
BARBARA;CHATELET 87;/MERCURY UNIVERSAL MUSIC;Vidéos;Or;18/09/1988;11/12/2001;13 ans 5 mois
BJORK;VOLUMEN;/BARCLAY UN;Vidéos;Or;18/01/1999;11/12/2001;2 ans 11 mois
STING;ALL THIS TIME;/A & M;Albums;Or;05/11/2001;11/12/2001;1 mois
BOB MARLEY & THE WAILLERS;LEGEND;/ISLAND;Vidéos;Or;21/05/1995;11/12/2001;6 ans 7 mois
STING;BRAND NEW DAY TOUR;/POLYDOR UNIVERSAL MUS;Vidéos;Or;16/10/2000;11/12/2001;1 an 2 mois
ZAZIE;LE TOUR DES ANGES LIVE;/MERCURY UNIVERSAL MUSIC;Vidéos;Or;13/03/2000;11/12/2001;1 an 9 mois
ALLIAGE;PREMIER RENDEZ-VOUS;/MERCURY UNIVERSAL MUSIC;Vidéos;Platine;14/07/1997;11/12/2001;4 ans 5 mois
ANDRE RIEU;100 ANS DE STRAUSS;/PHILIPS CLASSICS UNIVERS;Vidéos;Platine;06/12/1999;11/12/2001;2 ans
ANDRE RIEU;ROMANTIC MOMENTS;/PHILIPS CLASSICS UNIVERS;Vidéos;Platine;01/02/1999;11/12/2001;2 ans 10 mois
ANDRE RIEU;AIMER;/PHILIPS CLASSICS UNIVERS;Vidéos;Platine;10/12/2001;11/12/2001;
Luciano Pavarotti Placido Domingo Jos;LES 3 TENORS A PARIS 1998;/DECCA;Vidéos;Platine;17/08/1998;11/12/2001;3 ans 4 mois
TEXAS;PARIS TEXAS;/MERCURY UNIVERSAL MUSIC;Vidéos;Platine;29/11/2001;11/12/2001;
ANDRE RIEU;AU ZENITH DE PARIS;/PHILIPS CLASSICS UNIVERS;Vidéos;Double Platine;11/05/1998;11/12/2001;3 ans 7 mois
ANDREA BOCELLI;A NIGHT IN TUSCANY;/PHILIPS CLASSICS UNIVERS;Vidéos;Double Platine;07/12/1997;11/12/2001;4 ans
FLORENT PAGNY;EN CONCERT;/MERCURY UNIVERSAL MUSIC;Vidéos;Double Platine;23/11/1998;11/12/2001;3 ans 1 mois
SERGE GAINSBOURG;LE ZENITH DE SERGE GAINSBOURG;/MERCURY UNIVERSAL MUSIC;Vidéos;Double Platine;09/04/1989;11/12/2001;12 ans 10 mois
U2;ELEVATION TOUR LIVE FROM BOSTON;/ISLAND;Vidéos;Triple Platine;29/11/2001;11/12/2001;
MUTLI INTERPRETES;MAYA L'ABEILLE;UNIVERSAL MUSIC / ULM/U.L.M.;Singles;Or;29/10/2001;11/12/2001;1 mois
LARA FABIAN;NUE;/PRODUCTIONS CLANDESTINES UNIVERSAL MUSIC/;Albums;Double or;27/08/2001;11/12/2001;3 mois
THE CRANBERRIES;WAKE UP AND SMELL THE COFFEE;/MCA RECORDS;Albums;Double or;15/10/2001;11/12/2001;1 mois
NOIR DESIR;LE VENT NOUS PORTERA;/BARCLAY;Singles;Or;27/08/2001;11/12/2001;3 mois
VANESSA PARADIS;BLISS;/FA PRODUCTIONS U;Albums;Double or;16/10/2000;11/12/2001;1 an 2 mois
ANDREA BOCELLI;CIELI DI TOSCANA;/POLYDOR INTERNATIONAL UNIVERSAL;Albums;Or;15/10/2001;11/12/2001;1 mois
B.O.F.;MOULIN ROUGE;/INTERSCOPE/POLYDOR INTER. UNIVERSAL MUSI;Albums;Or;03/09/2001;11/12/2001;3 mois
LIMP BIZKIT;CHOCOLAT STARFISH & THE HOT DOG FLAVORED WATER;/POLYDOR INT. UNIVERSAL/PO;Albums;Or;16/10/2000;11/12/2001;1 an 2 mois
ROCH VOISINE;ALBUM DE NOEL;/R.V. INTERNATIONAL BM;Albums;Or;12/11/2000;04/12/2001;1 an
USHER;;/ARISTA;Albums;Or;09/07/2001;04/12/2001;4 mois
JEAN JACQUES GOLDMAN;INTEGRALE CLIPS 89-2000;/SONY MUSIC VIDEO SONY MUSIC;Vidéos;Or;23/11/2000;29/10/2001;11 mois
JENNIFER LOPEZ;FEELIN'SO GOOD;/SONY MUSIC VIDEO SONY MUSIC;Vidéos;Or;27/08/2000;29/10/2001;1 an 2 mois
BOB & VANESSA;LE WAKA;SONY MUSIC/UNE MUSIQUE;Singles;Or;10/05/2001;29/10/2001;5 mois
PATRICIA KAAS;CE SERA NOUS;/SONY MUSIC VIDEO SONY MUSIC;Vidéos;Platine;24/08/2000;29/10/2001;1 an 2 mois
DADDY DJ;THE GIRL IN RED;SONY MUSIC/M 6 INTERACTIONS;Singles;Or;11/06/2001;29/10/2001;4 mois
EMINEM & DR DRE;UP IN SMOKE TOUR;/SONY MUSIC VIDEO SONY MUSIC;Vidéos;Double Platine;01/02/2001;29/10/2001;9 mois
COMPILATION;NRJ MUSIC AWARDS 2001;/SONY MUSIC MEDIA SONY MUSIC;Albums;Double or;04/01/2001;29/10/2001;9 mois
PINK FLOYD;THE WALL;/SONY MUSIC VIDEO SONY MUSIC;Vidéos;Double Platine;09/01/2000;29/10/2001;1 an 9 mois
DAVE;20 ANS DE CARRIERE / BEST OF;/SONY MUSIC MEDIA SONY MUSIC;Albums;Double or;05/01/1995;29/10/2001;6 ans 10 mois
LIL BOW WOW;BEWARE OF DOG;/SMALL;Albums;Or;03/05/2001;29/10/2001;5 mois
JUGLIO IGLESIAS;MA VIE MES PLUS GRANDS SUCCES;/COLUMBIA;Albums;Double or;24/09/1998;29/10/2001;3 ans 1 mois
TRAVIS;SING;SONY MUSIC/SMALL;Singles;Or;16/08/2001;29/10/2001;2 mois
WALLEN;CELLE QUI A DIT NON;SONY MUSIC/ATMOSPHERIQUES;Singles;Or;09/08/2001;29/10/2001;2 mois
WALLEN;A FORCE DE VIVRE;/ATMOSPHERIQUES SO;Albums;Or;30/08/2001;29/10/2001;2 mois
PASCAL OBISPO;PLUS QUE TOUT AU MONDE;/EPIC;Albums;Double or;15/09/1992;29/10/2001;9 ans 3 mois
DISCONNECTION;MY ONLY LOVE;/M 6 INTERACTIONS SONY MUS;Singles;Or;26/04/2001;29/10/2001;6 mois
LIL BOW WOW;BOW WOW;/SMALL;Singles;Or;26/03/2001;29/10/2001;7 mois
MICHAEL JACKSON;YOU ROCK ME WORLD;/EPIC;Singles;Or;04/10/2001;29/10/2001;
NATASHA ST PIER;JE N'AI QUE MON AME;/COLUMBIA;Singles;Or;26/04/2001;29/10/2001;6 mois
TRYO;FAUT QU'ILS S'ACTIVENT;/YELEN MUSIC;Albums;Double or;05/10/2000;29/10/2001;1 an
YANNICK NOAH;LA VOIX DES SAGES;/SAINT GEORGE;Singles;Or;17/05/2001;29/10/2001;5 mois
MICHAEL JACKSON;INVINCIBLE;/EPIC;Albums;Platine;25/10/2001;29/10/2001;
COMPILATION;NON STOP HITS 2;/SONY MUSIC MEDIA SONY MUSIC;Albums;Or;22/03/2001;29/10/2001;7 mois
COMPILATION;LES VOIX EN OR 7;/SONY MUSIC MEDIA SONY MUSIC;Albums;Or;27/02/2001;29/10/2001;8 mois
COMPILATION;R & B CONNECTION 2;/SONY MUSIC MEDIA SONY MUSIC;Albums;Or;05/07/2001;29/10/2001;3 mois
COMPILATION;NON STOP HITS 3;/SONY MUSIC MEDIA SONY MUSIC;Albums;Or;06/08/2001;29/10/2001;2 mois
COMPILATION;HITS France 2001;/SONY MUSIC MEDIA SONY MUSIC;Albums;Or;28/05/2001;29/10/2001;5 mois
EVE ANGELI;AIME MOI;/M 6 INTERACTIONS SONY MUS;Albums;Or;12/04/2001;29/10/2001;6 mois
FREDERICKS GOLDMAN JONES;SUR SCENE;/COLUMBIA;Albums;Double Platine;25/11/1992;29/10/2001;9 ans
VERONIQUE SANSON;PALAIS DES SPORTS;/WEA;Albums;Or;09/12/1981;17/10/2001;20 ans 1 mois
BRANDY & RAY J;ANOTHER DAY IN PARADISE;WARNER MUSIC France/WEA;Singles;Or;25/06/2001;17/10/2001;3 mois
LES LOFTEURS;UP AND DOWN;SONY MUSIC/M 6 INTERACTIONS;Singles;Diamant;04/07/2001;17/10/2001;3 mois
ADAMO;30 ANS;/EAST WEST France WARNER;Albums;Double or;21/10/1993;17/10/2001;8 ans 1 mois
DANY BRILLANT;C'EST TOI;/WEA;Albums;Double or;02/11/1993;17/10/2001;8 ans
ENYA;WATERMARK;/WEA;Albums;Double or;11/12/1988;17/10/2001;13 ans
FLEETWOOD MAC;BEST OF;/WEA;Albums;Double or;28/11/1988;17/10/2001;13 ans
LEANN RIMES;I NEED YOU;/WEA;Albums;Or;26/04/2001;17/10/2001;5 mois
LED ZEPPELIN;HOUSES OF THE HOLY;/EAST WEST France WARNER;Albums;Double or;13/03/1973;17/10/2001;29 ans
LED ZEPPELIN;VOLUME 2;/EAST WEST France WARNER;Albums;Double or;31/07/1971;17/10/2001;30 ans 7 mois
LED ZEPPELIN;RECYCLER;/EAST WEST France WARNER;Albums;Double or;14/10/1990;17/10/2001;11 ans 2 mois
LHASA DE SELA;LA LLORONA;/TOT OU TARD WARNER;Albums;Double or;01/04/1998;17/10/2001;3 ans 7 mois
MADONNA;I'M BREATHLESS;/WEA;Albums;Double or;20/05/1990;17/10/2001;11 ans 6 mois
MICHEL BERGER;LES PLUS BELLES CHANSONS;/WARNER STRATEGIC MARKETING;Albums;Double or;22/03/1994;17/10/2001;7 ans 8 mois
MICHEL JONASZ;BEST OF;/WEA;Albums;Double or;05/11/1989;17/10/2001;12 ans 1 mois
MICHEL JONASZ;LA NOUVELLE VIE;/WEA;Albums;Double or;14/04/1981;17/10/2001;20 ans 9 mois
MULTI INTERPRETES;STARMANIA LIVE 79;/WEA;Albums;Double or;02/06/1991;17/10/2001;10 ans 6 mois
NEIL YOUNG;COMES A TIME;/WEA;Albums;Double or;04/10/1978;17/10/2001;23 ans 4 mois
PRINCE;LOVESEXY;/WEA;Albums;Double or;05/05/1988;17/10/2001;13 ans 7 mois
PRINCE;SIGN O THE TIMES;/WEA;Albums;Double or;29/03/1987;17/10/2001;14 ans 9 mois
ROD STEWART;BLONDES HAVE MORE FUN;/WEA;Albums;Double or;06/12/1978;17/10/2001;23 ans 2 mois
THE DOORS;WAITING FOR THE SUN;/EAST WEST France WARNER;Albums;Double or;01/11/1971;17/10/2001;30 ans 4 mois
THE DOORS;STRANGE DAYS;/EAST WEST France WARNER;Albums;Double or;14/07/1971;17/10/2001;30 ans 8 mois
THE EAGLES;THE LONG RUN;/EAST WEST France WARNER;Albums;Double or;02/10/1979;17/10/2001;22 ans 4 mois
VERONIQUE SANSON;LE MAUDIT;/WEA;Albums;Double or;03/09/1974;17/10/2001;27 ans 6 mois
VERONIQUE SANSON;LAISSE LA VIVRE;/WEA;Albums;Double or;21/04/1981;17/10/2001;20 ans 9 mois
VERONIQUE SANSON;DE L'AUTRE COTE;/WEEA;Albums;Double or;05/12/1972;17/10/2001;29 ans 3 mois
VERONIQUE SANSON;AMOUREUSE;/WEA;Albums;Double or;17/02/1972;17/10/2001;30 ans 1 mois
VERONIQUE SANSON;HOLLYWOOD;/WEA;Albums;Double or;11/10/1977;17/10/2001;24 ans 4 mois
ERIC CLAPTON & B.B. KING;RIDING WITH THE KING;/WEA;Albums;Or;08/06/2000;17/10/2001;1 an 4 mois
CLAUDE FRANCOIS;DIX ANS DEJA;/WEA;Albums;Double Platine;11/03/1987;17/10/2001;14 ans 9 mois
FOREIGNER;BEST OF;/EAST WEST France WARNER;Albums;Or;08/12/1982;17/10/2001;19 ans 1 mois
ENFOIRES EN CH?UR;ENFOIRES EN CH?UR;/WEA;Albums;Double Platine;29/10/1998;17/10/2001;3 ans
ENNIO MORRICONE;PROFESSIONNAL/BOF;/WEA;Albums;Double Platine;14/10/1981;17/10/2001;20 ans 3 mois
ERIC CLAPTON;UNPLUGGED;/WEA;Albums;Double Platine;23/08/1992;17/10/2001;9 ans 3 mois
HELENE SEGARA;EN CONCERT;/ORLANDO;Albums;Or;27/09/2001;17/10/2001;
FRANCE GALL;LES ANNEES MUSIQUE;/WEA;Albums;Double Platine;18/02/1990;17/10/2001;11 ans 9 mois
FRANCE GALL;DEBRANCHE;/WEA;Albums;Double Platine;29/03/1984;17/10/2001;17 ans 9 mois
LED ZEPPELIN;VOLUME 4;/EAST WEST;Albums;Double Platine;09/11/1971;17/10/2001;30 ans 4 mois
MADONNA;WHO'S THAT GIRL/BOF;/WEA;Albums;Double Platine;19/07/1987;17/10/2001;14 ans 5 mois
MADONNA;LIKE A VIRGIN;/WEA;Albums;Double Platine;11/11/1984;17/10/2001;17 ans 2 mois
